,products,category.categoryId,category.name,category.superCategories,amount.totalAmount,amount.unit
0,"[{'productId': '1', 'productName': 'Barilla Spaghetti n.5', 'imageURL': 'https://res.cloudinary.com/saas-ag/image/upload/v1611622938/mpreis/products/2545757.jpg', 'amount': {'quantity': 2, 'quantityVolume': 500.0}, 'isBrandedProduct': False, 'eans': [], 'estimatedExpirationDates': []}]",Spaghetti,Spaghetti,[],1000.0,gram
